article_id	variable	dependent_expert	independent_expert	central_expert	control_expert	dontknow_expert
6160	OCC	0	1	1	0	0
6160	PAOCC16	0	1	1	0	0
6160	RINCOME	0	1	1	0	0
6160	CLASS	1	0	1	0	0
6160	CONLABOR	1	0	0	0	0
6160	PARTYID	1	0	1	0	0
6160	VOTE72	0	0	0	1	0
6160	POLVIEWS	0	1	1	0	0
6160	SEX	0	0	0	1	0
6160	PRESTIGE	0	1	1	0	0
6161	WRKSLF	1	1	1	0	0
6161	WRKSTAT	0	0	0	1	0
6161	PAEDUC	0	1	1	0	0
6161	PAPRES16	1	1	1	0	0
6161	PRESTIGE	1	1	1	0	0
6161	OCC	0	1	1	0	0
6161	INCOME	1	1	1	0	0
6161	RINCOME	1	1	1	0	0
6161	WKSUB	1	1	1	0	0
6161	WKSUBS	1	1	1	0	0
6161	WKSUP	1	1	1	0	0
6161	WKSUPS	1	1	1	0	0
483	GOVEDOP	0	0	1	0	0
2097	FEJOBOP	0	0	1	0	0
2097	FEINC	0	0	1	0	0
2097	FEHLPBUS	0	0	1	0	0
2097	FEHLPJOB	0	0	1	0	0
2111	ATTEND	1	0	1	0	0
2111	RELIG	0	1	1	0	0
2115	DAYCARE1	0	0	1	0	0
2115	DAYCARE2	0	0	1	0	0
2115	DAYCARE3	0	0	1	0	0
2115	DAYCARE4	0	0	1	0	0
2115	DAYCARE5	0	0	1	0	0
2116	INEQUAL4	0	0	1	0	0
2116	INEQUAL2	0	0	1	0	0
2116	INCENTIV	0	0	1	0	0
3993	ABPOOR	0	0	1	0	0
3993	ABDEFECT	0	0	1	0	0
3993	ABSINGLE	0	0	1	0	0
4002	MAVISIT	1	0	1	0	0
4002	PAVISIT	1	0	1	0	0
4003	SEX	0	0	0	1	0
4003	AGE	0	1	1	0	0
4003	EDUC	0	1	1	0	0
4003	WRKSTAT	0	1	1	0	0
4003	RELIG	0	0	0	1	0
4003	PAYMASON	1	0	1	0	0
4003	PAYDOC	1	0	1	0	0
4003	PAYCLERK	1	0	0	0	0
4003	PAYOWNER	1	0	0	0	0
4003	PAYEXEC	1	0	1	0	0
4003	PAYSKILL	1	0	1	0	0
4003	PAYFARM	1	0	1	0	0
4003	PAYSEC	1	0	0	0	0
4003	PAYBUS	1	0	0	0	0
4003	PAYUNSKL	1	0	1	0	0
4003	PAYCABNT	1	0	1	0	0
4003	GIVMASON	1	0	1	0	0
4003	GIVDOC	1	0	1	0	0
4003	GIVCLERK	1	0	0	0	0
4003	GIVOWNER	1	0	0	0	0
4003	GIVEXEC	1	0	1	0	0
4003	GIVSKILL	1	0	1	0	0
4003	GIVFARM	1	0	1	0	0
4003	GIVSEC	1	0	0	0	0
4003	GIVBUS	1	0	0	0	0
4003	GIVUNSKL	1	0	1	0	0
4003	GIVCABNT	1	0	1	0	0
4015	SEXEDUC	1	0	1	0	0
3741	DENOM	0	0	1	0	0
3741	RELIG	0	0	1	0	0
3741	OTHER	0	0	1	0	0
3741	POLVIEWS	0	0	0	1	0
3741	COLHOMO	1	0	0	0	0
3741	GRASS	1	0	0	0	0
3741	PRAYER	0	0	0	0	1
3741	DRINK	1	0	0	0	0
3741	PREMARSX	1	0	0	0	0
3741	HOMOSEX	1	0	0	0	0
3741	PORNMORL	1	0	0	0	0
3741	PORNLAW	1	0	0	0	0
3741	FEPRES	1	0	0	0	0
3741	FEWORK	1	0	0	0	0
3741	FEPOL	1	0	0	0	0
3741	FEHOME	1	0	0	0	0
3741	ABHLTH	1	0	0	0	0
3741	AGE	0	0	1	0	0
3741	ABNOMORE	1	0	0	0	0
3741	ABSINGLE	1	0	0	0	0
3741	ABPOOR	1	0	0	0	0
3741	ABDEFECT	1	0	0	0	0
3741	ABRAPE	1	0	0	0	0
3741	EDUC	0	0	0	1	0
3742	RACE	0	0	0	0	1
3742	RELIG	1	0	0	0	0
3742	PARTYID	1	0	0	0	0
3742	VOTE80	1	0	0	0	0
3742	PRES80	1	0	0	0	0
3742	VOTE84	1	0	0	0	0
3742	PRES84	1	0	0	0	0
3742	POLVIEWS	1	0	0	0	0
3742	LIBATH	1	0	0	0	0
3742	COLATH	1	0	0	0	0
3742	SPKATH	1	0	0	0	0
3742	LIBHOMO	1	0	0	0	0
3742	COLHOMO	1	0	0	0	0
3742	SPKHOMO	1	0	0	0	0
3742	ABNOMORE	1	0	0	0	0
3742	ABPOOR	1	0	0	0	0
3742	ABSINGLE	1	0	0	0	0
3742	ABANY	1	0	0	0	0
3742	FEHOME	1	0	0	0	0
3742	FEPOL	1	0	0	0	0
3742	FEPRES	1	0	0	0	0
3742	BIBLE	0	0	1	0	0
3742	BIBLEY	0	0	1	0	0
3742	DENOM	1	0	0	0	0
3742	OTHER	1	0	0	0	0
3742	MAWRKWRM	1	0	0	0	0
3742	KIDSUFFR	1	0	0	0	0
3743	RELIG	0	1	0	0	0
3743	FUND	0	1	0	0	0
3743	ABRAPE	1	0	0	0	0
3743	ABHLTH	1	0	0	0	0
3743	ABDEFECT	1	0	0	0	0
3743	DENOM	0	1	0	0	0
3743	OTHER	0	1	0	0	0
3743	ABSINGLE	1	0	0	0	0
3743	ABPOOR	1	0	0	0	0
3743	ABNOMORE	1	0	0	0	0
3743	ABANY	1	0	0	0	0
3743	LETDIE1	0	1	0	0	0
3743	CAPPUN	0	1	0	0	0
3743	NATARMS	0	1	0	0	0
3743	SEXEDUC	0	1	0	0	0
3743	PREMARSX	0	1	0	0	0
3743	XMARSEX	0	1	0	0	0
3743	PRESTIGE	0	0	0	1	0
3743	EDUC	0	0	0	1	0
3743	INCOME	0	0	0	1	0
3743	FEHOME	0	1	0	0	0
3743	FEPRES	0	1	0	0	0
3743	FECHLD	0	1	0	0	0
3743	FEPRESCH	0	1	0	0	0
3743	RELITEN	0	0	0	1	0
3746	FEHOME	1	0	0	0	0
3746	FEPRES	1	0	0	0	0
3746	FEPOL	1	0	0	0	0
3746	FECHLD	1	0	0	0	0
3746	FEPRESCH	1	0	0	0	0
3746	SEX	0	1	0	0	0
3746	WRKSTAT	0	1	0	0	0
3746	SPWRKSTA	0	1	0	0	0
3746	ABHLTH	0	0	0	0	1
3746	PARTYID	0	0	0	1	0
3746	ABDEFECT	0	0	0	0	1
3746	ABRAPE	0	0	0	0	1
3746	ABSINGLE	0	0	0	0	1
3746	ABNOMORE	0	0	0	0	1
3746	ABANY	0	0	0	0	1
3746	FEWORK	1	0	0	0	0
3746	FEHELP	1	0	0	0	0
3746	FEFAM	1	0	0	0	0
3747	RACE	0	0	0	1	0
3747	RELIG	0	0	0	1	0
3747	BIBLE	0	0	0	1	0
3747	BIBLEY	0	0	0	1	0
3747	WORLD2	0	1	0	0	0
3747	PARTYID	1	0	0	0	0
3747	VOTE84	1	0	0	0	0
3747	REGION	0	0	0	1	0
3747	PRES84	1	0	0	0	0
3747	HOMOSEX	0	0	0	1	0
3747	SPKHOMO	0	0	0	1	0
3747	COLHOMO	0	0	0	1	0
3747	LIBHOMO	0	0	0	1	0
3747	PRAY	0	0	0	1	0
3747	PRAYER	0	0	0	1	0
3747	ABDEFECT	0	0	0	0	1
3747	ABRAPE	0	0	0	0	1
3747	ABHLTH	0	0	0	0	1
3747	ABNOMORE	0	0	0	0	1
3747	ABPOOR	0	0	0	0	1
3747	ABSINGLE	0	0	0	0	1
3747	ABANY	0	0	0	0	1
3747	CLASS	0	0	0	0	1
3747	SATFIN	0	0	0	0	1
3750	RELIG	0	1	0	0	0
3750	DENOM	0	1	0	0	0
3750	OTHER	0	1	0	0	0
3750	FEHOME	0	1	0	0	0
3750	FEPRES	0	1	0	0	0
3750	FEPOL	0	1	0	0	0
3750	ABNOMORE	0	1	0	0	0
3750	ABPOOR	0	1	0	0	0
3750	ABSINGLE	0	1	0	0	0
3750	ABANY	0	1	0	0	0
3750	ABDEFECT	0	1	0	0	0
3750	ABRAPE	0	1	0	0	0
3750	ABHLTH	0	1	0	0	0
3750	ERA	0	1	0	0	0
3750	PORNLAW	1	0	0	0	0
3750	RACE	0	0	0	1	0
3750	INCOME	0	0	0	1	0
3750	EDUC	0	0	0	1	0
3750	PRESTIGE	0	0	0	1	0
3750	SRCBELT	0	0	0	1	0
3750	PORNMORL	1	0	0	0	0
3750	PORNRAPE	1	0	0	0	0
3750	LIBATH	0	0	0	1	0
3750	LIBRAC	0	0	0	1	0
3750	LIBCOM	0	0	0	1	0
3750	LIBMIL	0	0	0	1	0
3750	LIBHOMO	0	0	0	1	0
6255	NUMGIVEN	1	0	0	0	0
6255	SEX1	1	0	0	0	0
6255	SEX2	1	0	0	0	0
6255	SEX3	1	0	0	0	0
6255	SEX4	1	0	0	0	0
6255	SEX5	1	0	0	0	0
6255	EDUC1	1	0	0	0	0
6255	EDUC2	1	0	0	0	0
6255	EDUC3	1	0	0	0	0
6255	EDUC4	1	0	0	0	0
6255	EDUC5	1	0	0	0	0
6255	AGE1	1	0	0	0	0
6255	AGE2	1	0	0	0	0
6255	AGE3	1	0	0	0	0
6255	AGE4	1	0	0	0	0
6255	AGE5	1	0	0	0	0
6255	PARTYID1	1	0	0	0	0
6255	PARTYID2	1	0	0	0	0
6255	PARTYID3	1	0	0	0	0
6255	EQCLOSE	1	0	0	0	0
6255	RCLOSE1	1	0	0	0	0
6255	RCLOSE2	1	0	0	0	0
6255	RCLOSE3	1	0	0	0	0
6255	RCLOSE4	1	0	0	0	0
6255	RCLOSE5	1	0	0	0	0
6255	CLOSE12	1	0	0	0	0
6255	CLOSE13	1	0	0	0	0
6255	CLOSE14	1	0	0	0	0
6255	CLOSE15	1	0	0	0	0
6255	CLOSE23	1	0	0	0	0
6255	CLOSE24	1	0	0	0	0
6255	CLOSE25	1	0	0	0	0
6255	CLOSE34	1	0	0	0	0
6255	CLOSE35	1	0	0	0	0
6255	CLOSE45	1	0	0	0	0
6255	SPOUSE1	1	0	0	0	0
6255	SPOUSE2	1	0	0	0	0
6255	SPOUSE3	1	0	0	0	0
6255	SPOUSE4	1	0	0	0	0
6255	SPOUSE5	1	0	0	0	0
6255	PARENT1	1	0	0	0	0
6255	PARENT2	1	0	0	0	0
6255	PARENT3	1	0	0	0	0
6255	PARENT4	1	0	0	0	0
6255	PARENT5	1	0	0	0	0
6255	SIBLING1	1	0	0	0	0
6255	SIBLING2	1	0	0	0	0
6255	SIBLING3	1	0	0	0	0
6255	SIBLING4	1	0	0	0	0
6255	SIBLING5	1	0	0	0	0
6255	CHILD1	1	0	0	0	0
6255	CHILD2	1	0	0	0	0
6255	CHILD3	1	0	0	0	0
6255	CHILD4	1	0	0	0	0
6255	CHILD5	1	0	0	0	0
6255	OTHFAM1	1	0	0	0	0
6255	OTHFAM2	1	0	0	0	0
6255	OTHFAM3	1	0	0	0	0
6255	OTHFAM4	1	0	0	0	0
6255	OTHFAM5	1	0	0	0	0
6255	COWORK1	1	0	0	0	0
6255	COWORK2	1	0	0	0	0
6255	COWORK3	1	0	0	0	0
6255	COWORK4	1	0	0	0	0
6255	COWORK5	1	0	0	0	0
6255	MEMGRP1	1	0	0	0	0
6255	MEMGRP2	1	0	0	0	0
6255	MEMGRP3	1	0	0	0	0
6257	NUMGIVEN	1	0	0	0	0
6257	SPOUSE1	1	0	0	0	0
6257	SPOUSE2	1	0	0	0	0
6257	SPOUSE3	1	0	0	0	0
6257	SPOUSE4	1	0	0	0	0
6257	SPOUSE5	1	0	0	0	0
6257	PARENT1	1	0	0	0	0
6257	PARENT2	1	0	0	0	0
6257	PARENT3	1	0	0	0	0
6257	PARENT4	1	0	0	0	0
6257	PARENT5	1	0	0	0	0
6257	SIBLING1	1	0	0	0	0
6257	SIBLING2	1	0	0	0	0
6257	SIBLING3	1	0	0	0	0
6257	SIBLING4	1	0	0	0	0
6257	SIBLING5	1	0	0	0	0
6257	CHILD1	1	0	0	0	0
6257	CHILD2	1	0	0	0	0
6257	CHILD3	1	0	0	0	0
6257	CHILD4	1	0	0	0	0
6257	CHILD5	1	0	0	0	0
6257	OTHFAM1	1	0	0	0	0
6257	OTHFAM2	1	0	0	0	0
6257	OTHFAM3	1	0	0	0	0
6257	OTHFAM4	1	0	0	0	0
6257	OTHFAM5	1	0	0	0	0
6257	COWORK1	1	0	0	0	0
6257	COWORK2	1	0	0	0	0
6257	COWORK3	1	0	0	0	0
6257	COWORK4	1	0	0	0	0
6257	COWORK5	1	0	0	0	0
6257	MEMGRP1	1	0	0	0	0
6257	MEMGRP2	1	0	0	0	0
6257	MEMGRP3	1	0	0	0	0
6257	MEMGRP4	1	0	0	0	0
6257	MEMGRP5	1	0	0	0	0
6257	NEIGHBR1	1	0	0	0	0
6257	NEIGHBR2	1	0	0	0	0
6257	NEIGHBR3	1	0	0	0	0
6257	NEIGHBR4	1	0	0	0	0
6257	NEIGHBR5	1	0	0	0	0
6257	FRIEND1	1	0	0	0	0
6257	FRIEND2	1	0	0	0	0
6257	FRIEND3	1	0	0	0	0
6257	FRIEND4	1	0	0	0	0
6257	FRIEND5	1	0	0	0	0
6257	ADVISOR1	1	0	0	0	0
6257	ADVISOR2	1	0	0	0	0
6257	ADVISOR3	1	0	0	0	0
6257	ADVISOR4	1	0	0	0	0
6257	ADVISOR5	1	0	0	0	0
6257	OTHER1	1	0	0	0	0
6257	OTHER2	1	0	0	0	0
6257	OTHER3	1	0	0	0	0
6257	OTHER4	1	0	0	0	0
6257	OTHER5	1	0	0	0	0
660	NUMGIVEN	1	0	0	0	0
660	EDUC	1	0	0	0	0
660	RELIG	1	0	0	0	0
660	OCC	1	0	0	0	0
660	RACE	1	0	0	0	0
660	EDUC1	1	0	0	0	0
660	EDUC2	1	0	0	0	0
660	EDUC3	1	0	0	0	0
660	EDUC4	1	0	0	0	0
660	EDUC5	1	0	0	0	0
660	AGE1	1	0	0	0	0
660	AGE2	1	0	0	0	0
660	AGE3	1	0	0	0	0
660	AGE4	1	0	0	0	0
660	AGE5	1	0	0	0	0
660	SPOUSE1	1	0	0	0	0
660	SPOUSE2	1	0	0	0	0
660	SPOUSE3	1	0	0	0	0
660	SPOUSE4	1	0	0	0	0
660	SPOUSE5	1	0	0	0	0
660	PARENT1	1	0	0	0	0
660	PARENT2	1	0	0	0	0
660	PARENT3	1	0	0	0	0
660	PARENT4	1	0	0	0	0
660	PARENT5	1	0	0	0	0
660	SIBLING1	1	0	0	0	0
660	SIBLING2	1	0	0	0	0
660	SIBLING3	1	0	0	0	0
660	SIBLING4	1	0	0	0	0
660	SIBLING5	1	0	0	0	0
660	CHILD1	1	0	0	0	0
660	CHILD2	1	0	0	0	0
660	CHILD3	1	0	0	0	0
660	CHILD4	1	0	0	0	0
660	CHILD5	1	0	0	0	0
660	OTHFAM1	1	0	0	0	0
660	OTHFAM2	1	0	0	0	0
660	OTHFAM3	1	0	0	0	0
660	OTHFAM4	1	0	0	0	0
660	OTHFAM5	1	0	0	0	0
660	TALKTO1	1	0	0	0	0
660	TALKTO2	1	0	0	0	0
660	TALKTO3	1	0	0	0	0
660	TALKTO4	1	0	0	0	0
660	TALKTO5	1	0	0	0	0
660	RACE1	1	0	0	0	0
660	RACE2	1	0	0	0	0
660	RACE3	1	0	0	0	0
660	RACE4	1	0	0	0	0
660	RACE5	1	0	0	0	0
660	RELIG1	1	0	0	0	0
660	RELIG2	1	0	0	0	0
660	RELIG3	1	0	0	0	0
660	RELIG4	1	0	0	0	0
660	RELIG5	1	0	0	0	0
2331	CHORES1	0	0	0	0	1
2331	SICK1	0	0	0	0	1
2331	BORROW1	0	0	0	0	1
2331	UPSET1	0	0	0	0	1
2331	DOWN1	0	0	0	0	1
2331	CHANGE1	0	0	0	0	1
6254	NUMGIVEN	0	0	0	0	1
6254	EQCLOSE	0	0	0	0	1
6254	RCLOSE1	0	0	0	0	1
6254	RCLOSE2	0	0	0	0	1
6254	RCLOSE3	0	0	0	0	1
6254	RCLOSE4	0	0	0	0	1
6254	RCLOSE5	0	0	0	0	1
6254	CLOSE12	0	0	0	0	1
6254	CLOSE13	0	0	0	0	1
6254	CLOSE14	0	0	0	0	1
6254	CLOSE15	0	0	0	0	1
6254	CLOSE24	0	0	0	0	1
6254	CLOSE25	0	0	0	0	1
6254	CLOSE34	0	0	0	0	1
6254	CLOSE35	0	0	0	0	1
6254	CLOSE45	0	0	0	0	1
6254	SPOUSE1	0	0	0	0	1
6254	SPOUSE2	0	0	0	0	1
6254	SPOUSE3	0	0	0	0	1
6254	SPOUSE4	0	0	0	0	1
6254	SPOUSE5	0	0	0	0	1
6254	PARENT1	0	0	0	0	1
6254	PARENT2	0	0	0	0	1
6254	PARENT3	0	0	0	0	1
6254	PARENT4	0	0	0	0	1
6254	PARENT5	0	0	0	0	1
6254	SIBLING1	0	0	0	0	1
6254	SIBLING2	0	0	0	0	1
6254	SIBLING3	0	0	0	0	1
6254	SIBLING4	0	0	0	0	1
6254	SIBLING5	0	0	0	0	1
6254	CHILD1	0	0	0	0	1
6254	CHILD2	0	0	0	0	1
6254	CHILD3	0	0	0	0	1
6254	CHILD4	0	0	0	0	1
6254	CHILD5	0	0	0	0	1
6254	OTHFAM1	0	0	0	0	1
6254	OTHFAM2	0	0	0	0	1
6254	OTHFAM3	0	0	0	0	1
6254	OTHFAM4	0	0	0	0	1
6254	OTHFAM5	0	0	0	0	1
6254	COWORK1	0	0	0	0	1
6254	COWORK2	0	0	0	0	1
6254	COWORK3	0	0	0	0	1
6254	COWORK4	0	0	0	0	1
6254	COWORK5	0	0	0	0	1
6254	MEMGRP1	0	0	0	0	1
6254	MEMGRP2	0	0	0	0	1
6254	MEMGRP3	0	0	0	0	1
6254	MEMGRP4	0	0	0	0	1
6254	MEMGRP5	0	0	0	0	1
6254	NEIGHBR1	0	0	0	0	1
6254	NEIGHBR2	0	0	0	0	1
6254	NEIGHBR3	0	0	0	0	1
6254	NEIGHBR4	0	0	0	0	1
6254	NEIGHBR5	0	0	0	0	1
6254	FRIEND1	0	0	0	0	1
6254	FRIEND2	0	0	0	0	1
6254	FRIEND3	0	0	0	0	1
6254	FRIEND4	0	0	0	0	1
6254	FRIEND5	0	0	0	0	1
6254	ADVISOR1	0	0	0	0	1
6254	ADVISOR2	0	0	0	0	1
4981	RACE	0	0	0	0	1
4981	RELIG	0	0	0	1	0
4981	ABSINGLE	0	1	0	0	0
4981	ABPOOR	0	1	0	0	0
4981	ABNOMORE	0	1	0	0	0
4981	DENOM	0	1	0	0	0
4981	ATTEND	0	1	0	0	0
4981	OTHER	0	0	0	1	0
4981	REGION	0	0	0	1	0
4981	AGE	0	0	0	1	0
7384	COHORT	0	1	1	0	0
7384	AGE	0	1	1	0	0
7384	RELIG	0	1	1	0	0
7384	AFTERLIF	1	0	1	0	0
7384	SEX	0	1	1	0	0
7384	JEW	0	1	1	0	0
7386	RELIG	0	0	0	1	0
7386	DENOM	0	0	0	1	0
6550	MEMCHURH	0	0	1	0	0
6551	MEMCHURH	0	0	1	0	0
						
						
						
						
